original	sensitivity
The extension of the effective period of marketing exclusivity for drugs is designed to give pharmaceutical companies a fair return. @ Prospective drugs must have long market life after regulatory approval in order to be developed.	0.38708176481279255
Hepburn's family will receive the proceeds from the sale. @ Proceeds go to Hepburn's family.	3.749203866790343
Democrat members of the Ways and Means Committee, where tax bills are written and advanced, do not have strong small business voting records. @ Democrat members had strong small business voting records.	2.3940842777326377
The official visit of the Argentine minister marks a further step in the normalisation of UK-Argentine relations. @ Relations between Argentina and Great Britain are growing more cooperative.	4.3473107717340564
It is hoped that women, who constitute more than half of the population, will vote for other women and ensure that their issues are represented in parliament. @ Women are poorly represented in parliament.	2.2242171687936136
This growth proved short-lived, for a Swedish invasion ( 1655-56 ) devastated the flourishing city of Warsaw. @ Warsaw was invaded by the Swedes in 1655, and the city was devastated.	9.409112473863399
The job gains mean that  President Bush can celebrate - albeit by a very fine margin - a net growth in jobs in the US economy in his first term in office. @ More jobs were created during President Bush's first term.	7.1960442608936255
The Federal Bureau of Investigation started an independent probe of the circumstances shortly after the White House made plain that President Bill Clinton considered industrial espionage a particular threat to US economic interests. @ A US probe of the investigation started at the instigation of the Commerce Department.	1.900234087263841
Researchers at the Harvard School of Public Health say that people who drink coffee may be doing a lot more than keeping themselves awake - this kind of consumption apparently also can help reduce the risk of diseases. @ Coffee drinking has health benefits.	3.962258261471396
A top aide to Ms. Bhutto, Senator Latif Khosa, says that on the day of her assassination, Ms. Bhutto planned to give two visiting U.S. lawmakers a thick dossier outlining numerous instances of government pre-poll rigging involving voter registration as well as intimidation of PPP supporters. "Everything was recorded in that, with all proofs that we have had, and with the independent reports of the foreign monitors who were also operating. Their reports also supported our allegations as to being substantial and as being true. So they were all recorded, but unfortunately she could not present the report because she was assassinated before she could do that," said Khosa. @ Latif Khosa was in a relationship with Ms. Bhutto.	1.8848188920353637
South America - The President of Colombia Alvaro Uribe is scheduled to meet the President of Venezuela Hugo Chávez Thursday. Apparently the crisis between Venezuela and Colombia is almost solved. The crisis began with the imprisonment of the alleged FARC member Rodrigo Granda by Colombian forces on December 13, 2004. Venezuela accused Colombian of invading Venezuelan territory. Colombia accused Venezuela of harboring FARC terrorists. The President of Cuba, Fidel Castro, intervened in the crisis and talked to Chavez and Uribe. @ Alvaro Uribe is the current President of Colombia.	6.772347500497689
The town is also home to the Dalai Lama and to more than 10,000 Tibetans living in exile. @ The Dalai Lama has been living in exile since 10,000.	0.3775635768877416
Adela Lupse was born in 1988 to a miner's family in the village of Poiana, Bihor in Transylvania, Romania. A member of Romania's first post-Ceausescu generation, she grasped the power of television at a young age: "I think television is the most interesting phenomenon that the modern day has given us....for my type of personality, I find it impressive, the power that television has worldwide....We dress like the people that television promotes. We want to look like the celebrities that television launches.". @ Bihor is situated in Romania.	4.034076796747533
Merrill Lynch & Co. and Smith Barney, now a unit of Citigroup, in 1998 settled discrimination cases involving hundreds of female employees. @ Merrill Lynch & Co. and Smith Barney are now a unit of Citigroup.	6.866083818594208
La Paz, 30 May 89 - La Paz Department Police authorities have disclosed that investigations into the murder of two young U.S. citizens are being conducted by a specialized group summoned specially to clarify this crime. @ Two young U.S. citizens were killed on 30 May 89.	2.4996502633312656
I asked myself how to understand the 'Twilight's success. And I have come to the idea that when you really believe in something, sooner or later it will become real. So, I guess this is what happened with Robert Pattinson. Last year he was just an unknown actor who's biggest role was in a pair of "Harry Potter" movies. Now, not only that Twilight is competing with 'Harry Potter', but Robert Pattinson is one of the most famous young actors who sucked $373.4 million from global box offices. So the movie about a vampire boy who falls in love with a normal girl, begun a real hysteria. And Pattinson has a lot to do with it!. @ Robert Pattinson is a vampire.	5.496772372156001
Andreessen, who helped define the Internet revolution as part of team that created the first Internet browser (Mosaic) and his co-founding Netscape, told a packed hall at the San Francisco Marriott hotel Thursday that he is "extremely committed" to his startup Loudcloud. @ The Internet browser Mosaic was created at the San Francisco Marriott hotel.	1.3462078862557192
The Supreme Court said today states may bar the removal of life-sustaining treatment from comatose patients who have not made or cannot make their desires known. @ There is a Supreme Court decision about the removal of life-support.	6.269731660808818
The Massachusetts Supreme Judicial Court has cleared the way for lesbian and gay couples in the state to marry, ruling that government attorneys "failed to identify any constitutionally adequate reason" to deny them the right. @ U.S. Supreme Court in favor of same-sex marriage.	2.436056768898688
Former WBA heavyweight champ Greg Page, who suffered a severe brain injury in a 2001 fight, has died at his Louisville home at the age of 50. According to Page's wife, the ex-champ died from complications due to boxing injuries and paralysis. Following a successful amateur career, Page went 58-17-1 during a professional career that began in 1979 and included wins over Jimmy Young, James Tillis, Renaldo Snipes, Gerrie Coetzee (for the WBA title), James 'Bonecrusher' Smith and Tim Witherspoon. Page's losses read like a who's who of heavyweights of the 1980s: Trevor Berbick, Witherspoon, Tony Tubbs, Buster Douglas, Joe Bugner, Orlin Norris, Donovan 'Razor' Ruddock, Bruce Seldon, Monte Barrett and Jorge Luis Gonzalez. @ Greg Page was a boxer.	2.627337438946933
